Dice Combination,Tag A,Tag B,Tag C,Tag D,Total Base,Final Score,Final Multiplier
"1-5-6-7-7-7-8-8","三同","四連順","小葫蘆","無",49.00,1071.88,21.88
"1-5-6-7-7-8-8-8","三同","四連順","順碰交響曲","無",50.00,1250.00,25.00
"1-5-6-7-8-8-8-8","四同","四連順","順碰交響曲","無",51.00,2295.00,45.00
"1-5-6-8-8-8-8-8","五同","無","小葫蘆","無",52.00,1092.00,21.00
"1-5-7-7-7-7-7-7","六同","無","雙三同","絕對秩序",48.00,16128.00,336.00
"1-5-7-7-7-7-7-8","五同","無","小葫蘆","無",49.00,1029.00,21.00
"1-5-7-7-7-7-8-8","四同","無","小葫蘆","無",50.00,787.50,15.75
"1-5-7-7-7-8-8-8","三同","無","雙三同","無",51.00,446.25,8.75
"1-5-7-7-8-8-8-8","四同","無","小葫蘆","無",52.00,819.00,15.75
"1-5-7-8-8-8-8-8","五同","無","小葫蘆","無",53.00,1113.00,21.00
"1-5-8-8-8-8-8-8","六同","無","雙三同","無",54.00,2268.00,42.00
"1-6-6-6-6-6-6-6","七同","無","中葫蘆","無",43.00,8600.00,200.00
"1-6-6-6-6-6-6-7","六同","無","雙三同","無",44.00,1848.00,42.00
"1-6-6-6-6-6-6-8","六同","無","雙三同","無",45.00,1890.00,42.00
"1-6-6-6-6-6-7-7","五同","無","小葫蘆","無",45.00,945.00,21.00
"1-6-6-6-6-6-7-8","五同","三連順","順碰交響曲","無",46.00,2208.00,48.00
"1-6-6-6-6-6-8-8","五同","無","小葫蘆","無",47.00,987.00,21.00
"1-6-6-6-6-7-7-7","四同","無","中葫蘆","無",46.00,1656.00,36.00
"1-6-6-6-6-7-7-8","四同","三連順","順碰交響曲","無",47.00,1692.00,36.00
"1-6-6-6-6-7-8-8","四同","三連順","順碰交響曲","無",48.00,1728.00,36.00
"1-6-6-6-6-8-8-8","四同","無","中葫蘆","無",49.00,1764.00,36.00
"1-6-6-6-7-7-7-7","四同","無","中葫蘆","無",47.00,1692.00,36.00
"1-6-6-6-7-7-7-8","三同","三連順","雙三同","無",48.00,840.00,17.50
"1-6-6-6-7-7-8-8","三同","雙三連順","小葫蘆","無",49.00,1286.25,26.25
"1-6-6-6-7-8-8-8","三同","三連順","雙三同","無",50.00,875.00,17.50
"1-6-6-6-8-8-8-8","四同","無","中葫蘆","無",51.00,1836.00,36.00
"1-6-6-7-7-7-7-7","五同","無","小葫蘆","無",48.00,1008.00,21.00
"1-6-6-7-7-7-7-8","四同","三連順","順碰交響曲","無",49.00,1764.00,36.00
"1-6-6-7-7-7-8-8","三同","雙三連順","小葫蘆","無",50.00,1312.50,26.25
"1-6-6-7-7-8-8-8","三同","雙三連順","小葫蘆","無",51.00,1338.75,26.25
"1-6-6-7-8-8-8-8","四同","三連順","順碰交響曲","無",52.00,1872.00,36.00
"1-6-6-8-8-8-8-8","五同","無","小葫蘆","無",53.00,1113.00,21.00
"1-6-7-7-7-7-7-7","六同","無","雙三同","無",49.00,2058.00,42.00
"1-6-7-7-7-7-7-8","五同","三連順","順碰交響曲","無",50.00,2400.00,48.00
"1-6-7-7-7-7-8-8","四同","三連順","順碰交響曲","無",51.00,1836.00,36.00
"1-6-7-7-7-8-8-8","三同","三連順","雙三同","無",52.00,910.00,17.50
"1-6-7-7-8-8-8-8","四同","三連順","順碰交響曲","無",53.00,1908.00,36.00
"1-6-7-8-8-8-8-8","五同","三連順","順碰交響曲","無",54.00,2592.00,48.00
"1-6-8-8-8-8-8-8","六同","無","雙三同","無",55.00,2310.00,42.00
"1-7-7-7-7-7-7-7","七同","無","中葫蘆","絕對秩序",50.00,80000.00,1600.00
"1-7-7-7-7-7-7-8","六同","無","雙三同","無",51.00,2142.00,42.00
"1-7-7-7-7-7-8-8","五同","無","小葫蘆","無",52.00,1092.00,21.00
"1-7-7-7-7-8-8-8","四同","無","中葫蘆","無",53.00,1908.00,36.00
"1-7-7-7-8-8-8-8","四同","無","中葫蘆","無",54.00,1944.00,36.00
"1-7-7-8-8-8-8-8","五同","無","小葫蘆","無",55.00,1155.00,21.00
"1-7-8-8-8-8-8-8","六同","無","雙三同","無",56.00,2352.00,42.00
"1-8-8-8-8-8-8-8","七同","無","中葫蘆","兩極",57.00,342000.00,6000.00
"2-2-2-2-2-2-2-2","八重奏","無","雙子星","絕對秩序",16.00,128000.00,8000.00
"2-2-2-2-2-2-2-3","七同","無","中葫蘆","中庸之道",17.00,6800.00,400.00
"2-2-2-2-2-2-2-4","七同","無","中葫蘆","絕對秩序",18.00,28800.00,1600.00
"2-2-2-2-2-2-2-5","七同","無","中葫蘆","中庸之道",19.00,7600.00,400.00
"2-2-2-2-2-2-2-6","七同","無","中葫蘆","絕對秩序",20.00,32000.00,1600.00
"2-2-2-2-2-2-2-7","七同","無","中葫蘆","中庸之道",21.00,8400.00,400.00
"2-2-2-2-2-2-2-8","七同","無","中葫蘆","絕對秩序",22.00,35200.00,1600.00
"2-2-2-2-2-2-3-3","六同","無","豪華四對子","中庸之道",18.00,6480.00,360.00
"2-2-2-2-2-2-3-4","六同","三連順","順碰交響曲","中庸之道",19.00,3648.00,192.00
"2-2-2-2-2-2-3-5","六同","無","雙三同","中庸之道",20.00,1680.00,84.00
"2-2-2-2-2-2-3-6","六同","無","雙三同","中庸之道",21.00,1764.00,84.00
"2-2-2-2-2-2-3-7","六同","無","雙三同","中庸之道",22.00,1848.00,84.00
"2-2-2-2-2-2-3-8","六同","無","雙三同","無",23.00,966.00,42.00
"2-2-2-2-2-2-4-4","六同","無","豪華四對子","絕對秩序",20.00,28800.00,1440.00
"2-2-2-2-2-2-4-5","六同","無","雙三同","中庸之道",21.00,1764.00,84.00
"2-2-2-2-2-2-4-6","六同","無","雙三同","絕對秩序",22.00,7392.00,336.00
"2-2-2-2-2-2-4-7","六同","無","雙三同","中庸之道",23.00,1932.00,84.00
"2-2-2-2-2-2-4-8","六同","無","雙三同","絕對秩序",24.00,8064.00,336.00
"2-2-2-2-2-2-5-5","六同","無","豪華四對子","中庸之道",22.00,7920.00,360.00
"2-2-2-2-2-2-5-6","六同","無","雙三同","中庸之道",23.00,1932.00,84.00
"2-2-2-2-2-2-5-7","六同","無","雙三同","中庸之道",24.00,2016.00,84.00
"2-2-2-2-2-2-5-8","六同","無","雙三同","無",25.00,1050.00,42.00
"2-2-2-2-2-2-6-6","六同","無","豪華四對子","絕對秩序",24.00,34560.00,1440.00
"2-2-2-2-2-2-6-7","六同","無","雙三同","中庸之道",25.00,2100.00,84.00
"2-2-2-2-2-2-6-8","六同","無","雙三同","絕對秩序",26.00,8736.00,336.00
"2-2-2-2-2-2-7-7","六同","無","豪華四對子","中庸之道",26.00,9360.00,360.00
"2-2-2-2-2-2-7-8","六同","無","雙三同","無",27.00,1134.00,42.00
"2-2-2-2-2-2-8-8","六同","無","豪華四對子","絕對秩序",28.00,40320.00,1440.00
"2-2-2-2-2-3-3-3","五同","無","葫蘆","中庸之道",19.00,3420.00,180.00
"2-2-2-2-2-3-3-4","五同","三連順","順碰交響曲","中庸之道",20.00,1920.00,96.00
"2-2-2-2-2-3-3-5","五同","無","小葫蘆","中庸之道",21.00,882.00,42.00
"2-2-2-2-2-3-3-6","五同","無","小葫蘆","中庸之道",22.00,924.00,42.00
"2-2-2-2-2-3-3-7","五同","無","小葫蘆","中庸之道",23.00,966.00,42.00
"2-2-2-2-2-3-3-8","五同","無","小葫蘆","無",24.00,504.00,21.00
"2-2-2-2-2-3-4-4","五同","三連順","順碰交響曲","中庸之道",21.00,2016.00,96.00
"2-2-2-2-2-3-4-5","五同","四連順","順碰交響曲","中庸之道",22.00,2640.00,120.00
"2-2-2-2-2-3-4-6","五同","三連順","順碰交響曲","中庸之道",23.00,2208.00,96.00
"2-2-2-2-2-3-4-7","五同","三連順","順碰交響曲","中庸之道",24.00,2304.00,96.00
"2-2-2-2-2-3-4-8","五同","三連順","順碰交響曲","無",25.00,1200.00,48.00
"2-2-2-2-2-3-5-5","五同","無","小葫蘆","中庸之道",23.00,966.00,42.00
"2-2-2-2-2-3-5-6","五同","無","小葫蘆","中庸之道",24.00,1008.00,42.00
"2-2-2-2-2-3-5-7","五同","無","小葫蘆","中庸之道",25.00,1050.00,42.00
"2-2-2-2-2-3-5-8","五同","無","小葫蘆","無",26.00,546.00,21.00
"2-2-2-2-2-3-6-6","五同","無","小葫蘆","中庸之道",25.00,1050.00,42.00
"2-2-2-2-2-3-6-7","五同","無","小葫蘆","中庸之道",26.00,1092.00,42.00
"2-2-2-2-2-3-6-8","五同","無","小葫蘆","無",27.00,567.00,21.00
"2-2-2-2-2-3-7-7","五同","無","小葫蘆","中庸之道",27.00,1134.00,42.00
"2-2-2-2-2-3-7-8","五同","無","小葫蘆","無",28.00,588.00,21.00
"2-2-2-2-2-3-8-8","五同","無","小葫蘆","無",29.00,609.00,21.00
"2-2-2-2-2-4-4-4","五同","無","葫蘆","絕對秩序",22.00,15840.00,720.00
"2-2-2-2-2-4-4-5","五同","無","小葫蘆","中庸之道",23.00,966.00,42.00
"2-2-2-2-2-4-4-6","五同","無","小葫蘆","絕對秩序",24.00,4032.00,168.00
"2-2-2-2-2-4-4-7","五同","無","小葫蘆","中庸之道",25.00,1050.00,42.00
"2-2-2-2-2-4-4-8","五同","無","小葫蘆","絕對秩序",26.00,4368.00,168.00
"2-2-2-2-2-4-5-5","五同","無","小葫蘆","中庸之道",24.00,1008.00,42.00
"2-2-2-2-2-4-5-6","五同","三連順","順碰交響曲","中庸之道",25.00,2400.00,96.00
"2-2-2-2-2-4-5-7","五同","無","小葫蘆","中庸之道",26.00,1092.00,42.00
"2-2-2-2-2-4-5-8","五同","無","小葫蘆","無",27.00,567.00,21.00
"2-2-2-2-2-4-6-6","五同","無","小葫蘆","絕對秩序",26.00,4368.00,168.00
"2-2-2-2-2-4-6-7","五同","無","小葫蘆","中庸之道",27.00,1134.00,42.00
"2-2-2-2-2-4-6-8","五同","無","小葫蘆","絕對秩序",28.00,4704.00,168.00
"2-2-2-2-2-4-7-7","五同","無","小葫蘆","中庸之道",28.00,1176.00,42.00
"2-2-2-2-2-4-7-8","五同","無","小葫蘆","無",29.00,609.00,21.00
"2-2-2-2-2-4-8-8","五同","無","小葫蘆","絕對秩序",30.00,5040.00,168.00
"2-2-2-2-2-5-5-5","五同","無","葫蘆","中庸之道",25.00,4500.00,180.00
"2-2-2-2-2-5-5-6","五同","無","小葫蘆","中庸之道",26.00,1092.00,42.00
"2-2-2-2-2-5-5-7","五同","無","小葫蘆","中庸之道",27.00,1134.00,42.00
"2-2-2-2-2-5-5-8","五同","無","小葫蘆","無",28.00,588.00,21.00
"2-2-2-2-2-5-6-6","五同","無","小葫蘆","中庸之道",27.00,1134.00,42.00
"2-2-2-2-2-5-6-7","五同","三連順","順碰交響曲","中庸之道",28.00,2688.00,96.00
"2-2-2-2-2-5-6-8","五同","無","小葫蘆","無",29.00,609.00,21.00
"2-2-2-2-2-5-7-7","五同","無","小葫蘆","中庸之道",29.00,1218.00,42.00
"2-2-2-2-2-5-7-8","五同","無","小葫蘆","無",30.00,630.00,21.00
"2-2-2-2-2-5-8-8","五同","無","小葫蘆","無",31.00,651.00,21.00
"2-2-2-2-2-6-6-6","五同","無","葫蘆","絕對秩序",28.00,20160.00,720.00
"2-2-2-2-2-6-6-7","五同","無","小葫蘆","中庸之道",29.00,1218.00,42.00
"2-2-2-2-2-6-6-8","五同","無","小葫蘆","絕對秩序",30.00,5040.00,168.00
"2-2-2-2-2-6-7-7","五同","無","小葫蘆","中庸之道",30.00,1260.00,42.00
"2-2-2-2-2-6-7-8","五同","三連順","順碰交響曲","無",31.00,1488.00,48.00
"2-2-2-2-2-6-8-8","五同","無","小葫蘆","絕對秩序",32.00,5376.00,168.00
"2-2-2-2-2-7-7-7","五同","無","葫蘆","中庸之道",31.00,5580.00,180.00
"2-2-2-2-2-7-7-8","五同","無","小葫蘆","無",32.00,672.00,21.00
"2-2-2-2-2-7-8-8","五同","無","小葫蘆","無",33.00,693.00,21.00
"2-2-2-2-2-8-8-8","五同","無","葫蘆","絕對秩序",34.00,24480.00,720.00
"2-2-2-2-3-3-3-3","四同","無","雙子星","中庸之道",20.00,3600.00,180.00
"2-2-2-2-3-3-3-4","四同","三連順","中葫蘆","中庸之道",21.00,3024.00,144.00
"2-2-2-2-3-3-3-5","四同","無","中葫蘆","中庸之道",22.00,1584.00,72.00
"2-2-2-2-3-3-3-6","四同","無","中葫蘆","中庸之道",23.00,1656.00,72.00
"2-2-2-2-3-3-3-7","四同","無","中葫蘆","中庸之道",24.00,1728.00,72.00
"2-2-2-2-3-3-3-8","四同","無","中葫蘆","無",25.00,900.00,36.00
"2-2-2-2-3-3-4-4","四同","雙三連順","豪華四對子","中庸之道",22.00,8910.00,405.00
"2-2-2-2-3-3-4-5","四同","四連順","順碰交響曲","中庸之道",23.00,2070.00,90.00
"2-2-2-2-3-3-4-6","四同","三連順","順碰交響曲","中庸之道",24.00,1728.00,72.00
"2-2-2-2-3-3-4-7","四同","三連順","順碰交響曲","中庸之道",25.00,1800.00,72.00
"2-2-2-2-3-3-4-8","四同","三連順","順碰交響曲","無",26.00,936.00,36.00
"2-2-2-2-3-3-5-5","四同","無","豪華四對子","中庸之道",24.00,3240.00,135.00
"2-2-2-2-3-3-5-6","四同","無","小葫蘆","中庸之道",25.00,787.50,31.50
"2-2-2-2-3-3-5-7","四同","無","小葫蘆","中庸之道",26.00,819.00,31.50
"2-2-2-2-3-3-5-8","四同","無","小葫蘆","無",27.00,425.25,15.75
"2-2-2-2-3-3-6-6","四同","無","豪華四對子","中庸之道",26.00,3510.00,135.00
"2-2-2-2-3-3-6-7","四同","無","小葫蘆","中庸之道",27.00,850.50,31.50
"2-2-2-2-3-3-6-8","四同","無","小葫蘆","無",28.00,441.00,15.75
"2-2-2-2-3-3-7-7","四同","無","豪華四對子","中庸之道",28.00,3780.00,135.00
"2-2-2-2-3-3-7-8","四同","無","小葫蘆","無",29.00,456.75,15.75
"2-2-2-2-3-3-8-8","四同","無","豪華四對子","無",30.00,2025.00,67.50
"2-2-2-2-3-4-4-4","四同","三連順","中葫蘆","中庸之道",23.00,3312.00,144.00
"2-2-2-2-3-4-4-5","四同","四連順","順碰交響曲","中庸之道",24.00,2160.00,90.00
"2-2-2-2-3-4-4-6","四同","三連順","順碰交響曲","中庸之道",25.00,1800.00,72.00
"2-2-2-2-3-4-4-7","四同","三連順","順碰交響曲","中庸之道",26.00,1872.00,72.00
"2-2-2-2-3-4-4-8","四同","三連順","順碰交響曲","無",27.00,972.00,36.00
"2-2-2-2-3-4-5-5","四同","四連順","順碰交響曲","中庸之道",25.00,2250.00,90.00
"2-2-2-2-3-4-5-6","四同","五連順","順碰交響曲","中庸之道",26.00,3276.00,126.00
"2-2-2-2-3-4-5-7","四同","四連順","順碰交響曲","中庸之道",27.00,2430.00,90.00
"2-2-2-2-3-4-5-8","四同","四連順","順碰交響曲","無",28.00,1260.00,45.00
"2-2-2-2-3-4-6-6","四同","三連順","順碰交響曲","中庸之道",27.00,1944.00,72.00
"2-2-2-2-3-4-6-7","四同","三連順","順碰交響曲","中庸之道",28.00,2016.00,72.00
"2-2-2-2-3-4-6-8","四同","三連順","順碰交響曲","無",29.00,1044.00,36.00
"2-2-2-2-3-4-7-7","四同","三連順","順碰交響曲","中庸之道",29.00,2088.00,72.00
"2-2-2-2-3-4-7-8","四同","三連順","順碰交響曲","無",30.00,1080.00,36.00
"2-2-2-2-3-4-8-8","四同","三連順","順碰交響曲","無",31.00,1116.00,36.00
"2-2-2-2-3-5-5-5","四同","無","中葫蘆","中庸之道",26.00,1872.00,72.00
"2-2-2-2-3-5-5-6","四同","無","小葫蘆","中庸之道",27.00,850.50,31.50
"2-2-2-2-3-5-5-7","四同","無","小葫蘆","中庸之道",28.00,882.00,31.50
"2-2-2-2-3-5-5-8","四同","無","小葫蘆","無",29.00,456.75,15.75
"2-2-2-2-3-5-6-6","四同","無","小葫蘆","中庸之道",28.00,882.00,31.50
"2-2-2-2-3-5-6-7","四同","三連順","順碰交響曲","中庸之道",29.00,2088.00,72.00
"2-2-2-2-3-5-6-8","四同","無","雙對子","無",30.00,270.00,9.00
"2-2-2-2-3-5-7-7","四同","無","小葫蘆","中庸之道",30.00,945.00,31.50
"2-2-2-2-3-5-7-8","四同","無","雙對子","無",31.00,279.00,9.00
"2-2-2-2-3-5-8-8","四同","無","小葫蘆","無",32.00,504.00,15.75
"2-2-2-2-3-6-6-6","四同","無","中葫蘆","中庸之道",29.00,2088.00,72.00
"2-2-2-2-3-6-6-7","四同","無","小葫蘆","中庸之道",30.00,945.00,31.50
"2-2-2-2-3-6-6-8","四同","無","小葫蘆","無",31.00,488.25,15.75
"2-2-2-2-3-6-7-7","四同","無","小葫蘆","中庸之道",31.00,976.50,31.50
"2-2-2-2-3-6-7-8","四同","三連順","順碰交響曲","無",32.00,1152.00,36.00
"2-2-2-2-3-6-8-8","四同","無","小葫蘆","無",33.00,519.75,15.75
"2-2-2-2-3-7-7-7","四同","無","中葫蘆","中庸之道",32.00,2304.00,72.00
"2-2-2-2-3-7-7-8","四同","無","小葫蘆","無",33.00,519.75,15.75
"2-2-2-2-3-7-8-8","四同","無","小葫蘆","無",34.00,535.50,15.75
"2-2-2-2-3-8-8-8","四同","無","中葫蘆","無",35.00,1260.00,36.00
"2-2-2-2-4-4-4-4","四同","無","雙子星","絕對秩序",24.00,17280.00,720.00
"2-2-2-2-4-4-4-5","四同","無","中葫蘆","中庸之道",25.00,1800.00,72.00
"2-2-2-2-4-4-4-6","四同","無","中葫蘆","絕對秩序",26.00,7488.00,288.00
"2-2-2-2-4-4-4-7","四同","無","中葫蘆","中庸之道",27.00,1944.00,72.00
"2-2-2-2-4-4-4-8","四同","無","中葫蘆","絕對秩序",28.00,8064.00,288.00
"2-2-2-2-4-4-5-5","四同","無","豪華四對子","中庸之道",26.00,3510.00,135.00
"2-2-2-2-4-4-5-6","四同","三連順","順碰交響曲","中庸之道",27.00,1944.00,72.00
"2-2-2-2-4-4-5-7","四同","無","小葫蘆","中庸之道",28.00,882.00,31.50
"2-2-2-2-4-4-5-8","四同","無","小葫蘆","無",29.00,456.75,15.75
"2-2-2-2-4-4-6-6","四同","無","豪華四對子","絕對秩序",28.00,15120.00,540.00
"2-2-2-2-4-4-6-7","四同","無","小葫蘆","中庸之道",29.00,913.50,31.50
"2-2-2-2-4-4-6-8","四同","無","小葫蘆","絕對秩序",30.00,3780.00,126.00
"2-2-2-2-4-4-7-7","四同","無","豪華四對子","中庸之道",30.00,4050.00,135.00
"2-2-2-2-4-4-7-8","四同","無","小葫蘆","無",31.00,488.25,15.75
"2-2-2-2-4-4-8-8","四同","無","豪華四對子","絕對秩序",32.00,17280.00,540.00
"2-2-2-2-4-5-5-5","四同","無","中葫蘆","中庸之道",27.00,1944.00,72.00
"2-2-2-2-4-5-5-6","四同","三連順","順碰交響曲","中庸之道",28.00,2016.00,72.00
"2-2-2-2-4-5-5-7","四同","無","小葫蘆","中庸之道",29.00,913.50,31.50
"2-2-2-2-4-5-5-8","四同","無","小葫蘆","無",30.00,472.50,15.75
"2-2-2-2-4-5-6-6","四同","三連順","順碰交響曲","中庸之道",29.00,2088.00,72.00
"2-2-2-2-4-5-6-7","四同","四連順","順碰交響曲","中庸之道",30.00,2700.00,90.00
"2-2-2-2-4-5-6-8","四同","三連順","順碰交響曲","無",31.00,1116.00,36.00
"2-2-2-2-4-5-7-7","四同","無","小葫蘆","中庸之道",31.00,976.50,31.50
"2-2-2-2-4-5-7-8","四同","無","雙對子","無",32.00,288.00,9.00
"2-2-2-2-4-5-8-8","四同","無","小葫蘆","無",33.00,519.75,15.75
"2-2-2-2-4-6-6-6","四同","無","中葫蘆","絕對秩序",30.00,8640.00,288.00
"2-2-2-2-4-6-6-7","四同","無","小葫蘆","中庸之道",31.00,976.50,31.50
"2-2-2-2-4-6-6-8","四同","無","小葫蘆","絕對秩序",32.00,4032.00,126.00
"2-2-2-2-4-6-7-7","四同","無","小葫蘆","中庸之道",32.00,1008.00,31.50
"2-2-2-2-4-6-7-8","四同","三連順","順碰交響曲","無",33.00,1188.00,36.00
"2-2-2-2-4-6-8-8","四同","無","小葫蘆","絕對秩序",34.00,4284.00,126.00
"2-2-2-2-4-7-7-7","四同","無","中葫蘆","中庸之道",33.00,2376.00,72.00
"2-2-2-2-4-7-7-8","四同","無","小葫蘆","無",34.00,535.50,15.75
"2-2-2-2-4-7-8-8","四同","無","小葫蘆","無",35.00,551.25,15.75
"2-2-2-2-4-8-8-8","四同","無","中葫蘆","絕對秩序",36.00,10368.00,288.00
"2-2-2-2-5-5-5-5","四同","無","雙子星","中庸之道",28.00,5040.00,180.00
"2-2-2-2-5-5-5-6","四同","無","中葫蘆","中庸之道",29.00,2088.00,72.00
"2-2-2-2-5-5-5-7","四同","無","中葫蘆","中庸之道",30.00,2160.00,72.00
"2-2-2-2-5-5-5-8","四同","無","中葫蘆","無",31.00,1116.00,36.00
"2-2-2-2-5-5-6-6","四同","無","豪華四對子","中庸之道",30.00,4050.00,135.00
"2-2-2-2-5-5-6-7","四同","三連順","順碰交響曲","中庸之道",31.00,2232.00,72.00
"2-2-2-2-5-5-6-8","四同","無","小葫蘆","無",32.00,504.00,15.75
"2-2-2-2-5-5-7-7","四同","無","豪華四對子","中庸之道",32.00,4320.00,135.00
"2-2-2-2-5-5-7-8","四同","無","小葫蘆","無",33.00,519.75,15.75
"2-2-2-2-5-5-8-8","四同","無","豪華四對子","無",34.00,2295.00,67.50
"2-2-2-2-5-6-6-6","四同","無","中葫蘆","中庸之道",31.00,2232.00,72.00
"2-2-2-2-5-6-6-7","四同","三連順","順碰交響曲","中庸之道",32.00,2304.00,72.00
"2-2-2-2-5-6-6-8","四同","無","小葫蘆","無",33.00,519.75,15.75
"2-2-2-2-5-6-7-7","四同","三連順","順碰交響曲","中庸之道",33.00,2376.00,72.00
"2-2-2-2-5-6-7-8","四同","四連順","順碰交響曲","無",34.00,1530.00,45.00
"2-2-2-2-5-6-8-8","四同","無","小葫蘆","無",35.00,551.25,15.75
"2-2-2-2-5-7-7-7","四同","無","中葫蘆","中庸之道",34.00,2448.00,72.00
"2-2-2-2-5-7-7-8","四同","無","小葫蘆","無",35.00,551.25,15.75
"2-2-2-2-5-7-8-8","四同","無","小葫蘆","無",36.00,567.00,15.75
"2-2-2-2-5-8-8-8","四同","無","中葫蘆","無",37.00,1332.00,36.00
"2-2-2-2-6-6-6-6","四同","無","雙子星","絕對秩序",32.00,23040.00,720.00
"2-2-2-2-6-6-6-7","四同","無","中葫蘆","中庸之道",33.00,2376.00,72.00
"2-2-2-2-6-6-6-8","四同","無","中葫蘆","絕對秩序",34.00,9792.00,288.00
"2-2-2-2-6-6-7-7","四同","無","豪華四對子","中庸之道",34.00,4590.00,135.00
"2-2-2-2-6-6-7-8","四同","三連順","順碰交響曲","無",35.00,1260.00,36.00
"2-2-2-2-6-6-8-8","四同","無","豪華四對子","絕對秩序",36.00,19440.00,540.00
"2-2-2-2-6-7-7-7","四同","無","中葫蘆","中庸之道",35.00,2520.00,72.00
"2-2-2-2-6-7-7-8","四同","三連順","順碰交響曲","無",36.00,1296.00,36.00
"2-2-2-2-6-7-8-8","四同","三連順","順碰交響曲","無",37.00,1332.00,36.00
"2-2-2-2-6-8-8-8","四同","無","中葫蘆","絕對秩序",38.00,10944.00,288.00
"2-2-2-2-7-7-7-7","四同","無","雙子星","中庸之道",36.00,6480.00,180.00
"2-2-2-2-7-7-7-8","四同","無","中葫蘆","無",37.00,1332.00,36.00
"2-2-2-2-7-7-8-8","四同","無","豪華四對子","無",38.00,2565.00,67.50
"2-2-2-2-7-8-8-8","四同","無","中葫蘆","無",39.00,1404.00,36.00
"2-2-2-2-8-8-8-8","四同","無","雙子星","絕對秩序",40.00,28800.00,720.00
"2-2-2-3-3-3-3-3","五同","無","葫蘆","中庸之道",21.00,3780.00,180.00
"2-2-2-3-3-3-3-4","四同","三連順","中葫蘆","中庸之道",22.00,3168.00,144.00
"2-2-2-3-3-3-3-5","四同","無","中葫蘆","中庸之道",23.00,1656.00,72.00
"2-2-2-3-3-3-3-6","四同","無","中葫蘆","中庸之道",24.00,1728.00,72.00
"2-2-2-3-3-3-3-7","四同","無","中葫蘆","中庸之道",25.00,1800.00,72.00
"2-2-2-3-3-3-3-8","四同","無","中葫蘆","無",26.00,936.00,36.00
"2-2-2-3-3-3-4-4","三同","三龍會","碰碰胡","中庸之道",23.00,6900.00,300.00
"2-2-2-3-3-3-4-5","三同","三龍會","順碰交響曲","中庸之道",24.00,5760.00,240.00
"2-2-2-3-3-3-4-6","三同","三連順","雙三同","中庸之道",25.00,875.00,35.00
"2-2-2-3-3-3-4-7","三同","三連順","雙三同","中庸之道",26.00,910.00,35.00
"2-2-2-3-3-3-4-8","三同","三連順","雙三同","無",27.00,472.50,17.50
"2-2-2-3-3-3-5-5","三同","無","碰碰胡","中庸之道",25.00,625.00,25.00
"2-2-2-3-3-3-5-6","三同","無","雙三同","中庸之道",26.00,455.00,17.50
"2-2-2-3-3-3-5-7","三同","無","雙三同","中庸之道",27.00,472.50,17.50
"2-2-2-3-3-3-5-8","三同","無","雙三同","無",28.00,245.00,8.75
"2-2-2-3-3-3-6-6","三同","無","碰碰胡","中庸之道",27.00,675.00,25.00
"2-2-2-3-3-3-6-7","三同","無","雙三同","中庸之道",28.00,490.00,17.50
"2-2-2-3-3-3-6-8","三同","無","雙三同","無",29.00,253.75,8.75
"2-2-2-3-3-3-7-7","三同","無","碰碰胡","中庸之道",29.00,725.00,25.00
"2-2-2-3-3-3-7-8","三同","無","雙三同","無",30.00,262.50,8.75
"2-2-2-3-3-3-8-8","三同","無","碰碰胡","無",31.00,387.50,12.50
"2-2-2-3-3-4-4-4","三同","雙三連順","碰碰胡","中庸之道",24.00,1800.00,75.00
"2-2-2-3-3-4-4-5","三同","雙三連順","平胡","中庸之道",25.00,2250.00,90.00
"2-2-2-3-3-4-4-6","三同","雙三連順","小葫蘆","中庸之道",26.00,1365.00,52.50
"2-2-2-3-3-4-4-7","三同","雙三連順","小葫蘆","中庸之道",27.00,1417.50,52.50
"2-2-2-3-3-4-4-8","三同","雙三連順","小葫蘆","無",28.00,735.00,26.25
"2-2-2-3-3-4-5-5","三同","四連順","順碰交響曲","中庸之道",26.00,1300.00,50.00
"2-2-2-3-3-4-5-6","三同","五連順","順碰交響曲","中庸之道",27.00,1890.00,70.00
"2-2-2-3-3-4-5-7","三同","四連順","順碰交響曲","中庸之道",28.00,1400.00,50.00
"2-2-2-3-3-4-5-8","三同","四連順","順碰交響曲","無",29.00,725.00,25.00
"2-2-2-3-3-4-6-6","三同","三連順","小葫蘆","中庸之道",28.00,980.00,35.00
"2-2-2-3-3-4-6-7","三同","三連順","小葫蘆","中庸之道",29.00,1015.00,35.00
"2-2-2-3-3-4-6-8","三同","三連順","小葫蘆","無",30.00,525.00,17.50
"2-2-2-3-3-4-7-7","三同","三連順","小葫蘆","中庸之道",30.00,1050.00,35.00
"2-2-2-3-3-4-7-8","三同","三連順","小葫蘆","無",31.00,542.50,17.50
"2-2-2-3-3-4-8-8","三同","三連順","小葫蘆","無",32.00,560.00,17.50
"2-2-2-3-3-5-5-5","三同","無","碰碰胡","中庸之道",27.00,675.00,25.00
"2-2-2-3-3-5-5-6","三同","無","小葫蘆","中庸之道",28.00,490.00,17.50
"2-2-2-3-3-5-5-7","三同","無","小葫蘆","中庸之道",29.00,507.50,17.50
"2-2-2-3-3-5-5-8","三同","無","小葫蘆","無",30.00,262.50,8.75
"2-2-2-3-3-5-6-6","三同","無","小葫蘆","中庸之道",29.00,507.50,17.50
